Precio,Ubicacion,Titulo,Atributos,Link,Descripcion_Larga,Precio_Num,m2,Ambientes,Dormitorios,Baños,Tiene_Cochera,Tiene_Balcon,Tiene_Terraza,Tiene_Lavadero,Smart_Amenities,Smart_Seguridad,Smart_Luminoso,A_Refaccionar,Precio_m2,Barrio
198.000,"Céspedes 2500, Colegiales, Capital Federal",Venta Dpto De 4 Ambientes Contrafrente Colegiales,,https://departamento.mercadolibre.com.ar/MLA-3154669692-venta-dpto-de-4-ambientes-contrafrente-colegiales-_JM#polycard_client=search-desktop&search_layout=grid&position=24&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Corredor Responsable: Ariel Champanier CUCICBA 4330 / Andrea Berré CMCPSI 6763 - 
Contacto: Gabriela Angelino
Departamento en venta de 4 ambientes, hoy incorporado el 3er dormitorio al living comedor, con balcón al contrafrente, en edificio sólido. Ubicado a una cuadra de Av. Cabildo. Orientación NORTE.

Se accede al departamento por el living comedor con salida al balcón del contrafrente. 
Actualmente el living comedor en L tiene incorporado el 3er dormitorio, el ambiente conserva el placard y el acceso al pasillo distribuidor de los dormitorios.

Cocina comedor con gran superficie de apoyo de mesada. Amplio espacio de guardado en alacenas y muebles bajo mesada. 
Lavadero separado y toilette de servicio.

Dormitorio al contrafrente con placard y 2do dormitorio con placard.

Baño completo y toilette de recepción.

Calefón individual para el agua caliente. Calefacción por losa radiante central.
Pisos de parquet.

Baulera jaula en subsuelo.

Excelente ubicación en el barrio de Colegiales/Belgrano. A sólo una cuadra de Av. Cabildo con el METROBUS y todos los medios de locomoción cerca.
Subte D, entre estaciones José Hernández y Olleros. 
Tren Mitre estación COLEGIALES.

Superficie total: 84,14m2
Expensas aprox.: $248.000

BENEFICIO PARA CLIENTES Si te falta hasta un 30% del valor de esta propiedad, te ofrecemos solicitar un préstamo a través de Lendar, servicio exclusivo para clientes RE/MAX. Hace la simulación de tu cuota lendar.com.ar/quiero-un-prestamo/#simulador

La descripción del inmueble, expensas, impuestos, servicios y medidas han sido proporcionados por el propietario. Pueden no ajustarse a sus características y medidas reales y/o actuales. Los datos brindados pueden no estar actualizados a la hora de la visualización del aviso.
RAU S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que RAU S.R.L. no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados.
El inmueble no es accesible para personas con discapacidades físicas.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",198000,14,4,,1,0,1,0,1.0,1,0.0,1.0,0,14.142.857.142.857.100,Colegiales
160.900,"Colombres 200, Almagro, Capital Federal",Venta Departamento 4 Ambientes Con Patio,,https://departamento.mercadolibre.com.ar/MLA-1736466181-venta-departamento-4-ambientes-con-patio-_JM#polycard_client=search-desktop&search_layout=grid&position=25&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Tu casa en Almagro: 4 ambientes con patio, ideal familia (PB tipo PH).
Ambientes generosos, 3 dormitorios, y un patio propio con techo rebatible para usar todo el año. 
Una propiedad impecable para mudarte sin obra. Entrás y vivís.

Servicios: agua, gas, electricidad, conexión a internet.
Oportunidad única en Almagro.

Toda la información del aviso, incluyendo medidas, precio, impuestos, servicios, etc. son estimativos, sujetos a modificación y no vinculantes, según lo dispuesto en el art. 973, Cód. Civ. y Com. 

- KP498635 - KPT040819 - 
 -  Publicado usando KiteProp CRM Inmobiliario",160900,,4,3,1,0,0,1,0.0,0,0.0,0.0,0,,Almagro
150.000,"José Bonifacio Al 3800, Parque Avellaneda, Capital Federal",Venta Departamento 4 Ambientes Parque Avellaneda Patio Cochera Apto Crédito,,https://departamento.mercadolibre.com.ar/MLA-1736354327-venta-departamento-4-ambientes-parque-avellaneda-patio-cochera-apto-credito-_JM#polycard_client=search-desktop&search_layout=grid&position=26&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"VENTA PH 4 AMBIENTES PARQUE AVELLANEDA

Venta PH de 4 ambientes en planta baja, ubicado sobre José Bonifacio al 3800, en una zona residencial tranquila, con bajas expensas y excelente conectividad.
La propiedad cuenta con living comedor amplio con salida al patio principal, cocina comedor espaciosa, lavadero independiente, tres dormitorios, baño completo y toilette.
Se destaca por sus dos patios, uno de ellos con parrilla, que aportan luz, ventilación y espacio al aire libre.

Características principales:
-Tipo PH en planta baja.
-Dos patios (uno con parrilla).
-Muy buena distribución.
-Excelente ventilación y luz natural.
-Bajas expensas.

Ubicación:
-Ubicado en Parque Avellaneda (límite con Floresta y Flores).
-Cercanía a Av. Directorio, Av. Alberdi y Av. Mariano Acosta.
-Múltiples líneas de colectivo y espacios verdes como el Parque Avellaneda.

Ideal para quienes buscan comodidad, aire libre y un entorno tranquilo dentro de la ciudad.

Contáctanos para coordinar una visita.

MARTING INMOBILIARIA
MARCELINO PIñEIRO Matrícula CUCICBA No 5051",150000,,4,,1,0,0,1,1.0,1,0.0,0.0,0,,Parque Avellaneda
333.000,"Pumacahua 100, Caballito, Capital Federal",Semipiso. Frente. Patio Y Balcon. Cochera Y Baulera. Toma Depto Como Parte De Pago,,https://departamento.mercadolibre.com.ar/MLA-3159497126-semipiso-frente-patio-y-balcon-cochera-y-baulera-toma-depto-como-parte-de-pago-_JM#polycard_client=search-desktop&search_layout=grid&position=27&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Semipiso de cuatro ambientes con dependencia, ubicado al frente, con salida a balcón corrido. Ingreso principal por palier privado, amplio living, comedor y estar secundario con salida al patio. Cocina separada. Dependencia con baño. Tres dormitorios (ppal. en suite). Tres baños. Cochera fija y cubierta en planta baja. Baulera. El edificio está ubicado a una cuadra de Av. Juan Bautista Alberdi y Pedro Goyena, una cuadra de Av. Rivadavia y una cuadra también de Av. Carabobo. Excelente ubicación rodeado de Avenidas, con variedad de medios de transporte, a dos cuadras del Subte A (Estación Carabobo). En la mejor zona del barrio de Flores límite con barrio Caballito. Accesible: NO (Ley 5.115) Según escritura, la propiedad tiene una superficie de 127.41m2 cubiertos, un patio de 96.94m2 y 12.33m2 balcón. (Las medidas que figuran en el plano, fueron tomadas en el relevamiento) 

Se toma departamento como parte de pago con ubicación en CABA y resto efectivo.

Toda la información del aviso, incluyendo medidas, precio, impuestos, servicios, etc. son estimativos, sujetos a modificación y no vinculantes, según lo dispuesto en el art. 973, Cód. Civ. y Com. 

- KP500525 - KPT040922 - 
 -  Publicado usando KiteProp CRM Inmobiliario",333000,41,,,1,1,1,1,0.0,0,0.0,0.0,0,8.121.951.219.512.190,Caballito
700.000,"Avenida Libertador Al 3700, Palermo, Capital Federal",Departamento En Venta En Palermo,,https://departamento.mercadolibre.com.ar/MLA-3158258746-departamento-en-venta-en-palermo-_JM#polycard_client=search-desktop&search_layout=grid&position=28&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Ubicado en el emblemático Edificio Panedile (Mario Roberto álvarez & Asociados, 1969), referente de la arquitectura moderna porteña, este piso de 200 m2 ofrece una planta clásica, funcional y sumamente luminosa. El diseño del edificio de tres volúmenes, gran distancia entre torres y amplio pulmón interno garantiza vistas abiertas, privacidad, aire y excelente asoleamiento.

La unidad se encuentra en segundo piso, con orientación Este, recibiendo sol de mañana al frente y luz durante toda la tarde gracias a su apertura hacia el pulmón de manzana. Todos los ambientes son externos y cuentan con ventilación natural.

La planta destaca por su gran living apaisado al frente, comedor formal, tres dormitorios (con posibilidad de un cuarto), pisos de madera originales, muy buena circulación y abundante mucho espacio de guardado. Posee dos cocinas (principal y de apoyo), espacio para comedor diario, dependencia, y escritorio o family.

El edificio ofrece seguridad 24 hs, jardines, gimnasio, juegos para niños, cochera y baulera, y se encuentra sobre Av. del Libertador, con retiro de 70 metros de la misma, frente a amplios espacios verdes y con acceso inmediato a centros culturales, zonas deportivas y vías rápidas.

*INGRESANDO EN NUESTRA WEB, PODéS ACCEDER A MáS IMáGENES DE LA PROPIEDAD

VARELA KRAMER ASESORES INMOBILIARIOS - CMCPSI 6324 | CUCICBA 7539
@varelakramer

Las medidas declaradas son aproximadas y han sido suministradas por los propietarios. Los datos exactos surgirán del título del estado parcelario.

En caso de alquiler:
Las medidas declaradas son aproximadas y han sido suministradas por los propietarios.  Se da cumplimiento a lo prescripto en el art. 4 de la ley 5859 y/o lo que surge del art. 10, inc. 8 de la ley 2340. Para los propietarios, el monto máximo de comisión es del 4,15% del valor total del contrato.",700000,200,,,1,1,0,0,0.0,1,1.0,1.0,1,3500.0,Palermo
180.000,"Mendoza 5000, Villa Urquiza, Capital Federal",Venta. Departamento 2 Ambientes. Balcón Terraza Con Parrilla. Amenities. Villa Urquiza,,https://departamento.mercadolibre.com.ar/MLA-3154642020-venta-departamento-2-ambientes-balcon-terraza-con-parrilla-amenities-villa-urquiza-_JM#polycard_client=search-desktop&search_layout=grid&position=29&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Departamento de dos ambientes a estrenar en piso alto, en edificio en esquina sobre Boulevard Mendoza. 
Living comedor con cocina integrada, dormitorio en suite, toilette de recepción y balcón terraza con parrilla propia y vista abierta. 
El edificio cuenta con terraza común, piscina, solárium y laundry. 
Ubicado en Mendoza al 5000, esquina Av. Triunvirato, en Villa Urquiza, a metros del Subte B, tren, comercios, oferta gastronómica y espacios verdes del barrio.

Toda la información del aviso, incluyendo medidas, precio, impuestos, servicios, etc. son estimativos, sujetos a modificación y no vinculantes, según lo dispuesto en el art. 973, Cód. Civ. y Com. 

- KP500920 - KPT040900 - 
 -  Publicado usando KiteProp CRM Inmobiliario",180000,,,,1,0,1,1,0.0,1,0.0,1.0,0,,Villa Urquiza
192.000,"Mexico 1532, Monserrat, Capital Federal",Departamento Piso De 4 Ambientes Mas Dependencia,,https://departamento.mercadolibre.com.ar/MLA-3164150894-departamento-piso-de-4-ambientes-mas-dependencia-_JM#polycard_client=search-desktop&search_layout=grid&position=30&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Departamento piso de 4 ambientes mas dependencia con baño propio en impecable estado. Apto crédito.
Entrada principal y de servicio. Luminoso y con muy buena distribución. Amplio living en L a la calle. Pisos de parquet. 2 balcones. Calefacción individual por conductos. Cocina reciclada con 2 hornos, amplio lavadero, dos baños completos y 2 toilettes. Con baulera muy amplia y cómoda. Edificio en muy buen estado. Encargado con vivienda. Ubicado en México 1500, entre Virrey Cevallos y Pres. Luis Sáenz Peña. Estratégicamente ubicado a dos cuadras de av. Belgrano y de av. Independencia y a tres cuadras de av. Entre Rios. Zona de facultades, con múltiples conexiones de medio de transporte y de diversos comercios.

Toda la información del aviso, incluyendo medidas, precio, impuestos, servicios, etc. son estimativos, sujetos a modificación y no vinculantes, según lo dispuesto en el art. 973, Cód. Civ. y Com. 

- KP501483 - KPT040911 - 
 -  Publicado usando KiteProp CRM Inmobiliario",192000,,4,,1,0,1,0,1.0,0,0.0,1.0,0,,Monserrat
130.000,"Avenida Boedo Al 1000, Boedo, Capital Federal",Venta Departamento Semipiso De Categoría 4 Ambientes 83m² Balcón Contrafrente En San Juan Y Boedo,,https://departamento.mercadolibre.com.ar/MLA-3168263474-venta-departamento-semipiso-de-categoria-4-ambientes-83m-balcon-contrafrente-en-san-juan-y-boedo-_JM#polycard_client=search-desktop&search_layout=grid&position=31&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"SEMIPISO 4 AMBIENTES DE CATEGORíA ! CON BALCóN AL CONTRAFRENTE !#Departamento | #Semipiso | #Boedo | #4AMB | #Contrafrente
Avenida Boedo 1000, Piso 6 - Ciudad Autónoma de Buenos Aires

 Características:
~ Departamento del subtipo semipiso de cuatro (4) ambientes, con balcón dispuesto hacia el contrafrente, ubicado centricamente en el barrio de Boedo.
~ Privilegiada orientación hacia el Este que garantiza mañanas soleadas, complementada con ventilación cruzada en todos sus ambientes principales para un clima natural óptimo.
~ Ideal para familias que buscan la exclusividad de un semipiso, combinando la calidez del parquet clásico con la funcionalidad de sus tres dormitorios y doble servicio.
~ Propiedad sólida de categoría constructiva, excelente relación metros/precio en el corazón de Boedo; una oportunidad ideal tanto para vivienda definitiva como para inversión de resguardo.
~ Apto crédito hipotecario bancario. La unidad se encuentra lista para ser pasible de interesados que apliquen a los préstamos hipotecarios de su banco de confianza.
~ A 20 metros de Avenida San Juan. A 420 metros de Avenida Independencia. A 620 metros de Avenida Jujuy. A 720 metros de Avenida La Plata.
~ Conectividad con medios de transporte. Múltiples colectivos y subte/metro Línea E Estación Boedo. Cercanía a subida/bajada Autopista (AU) 25 de Mayo.
~ Su oferta comercial incluye actividades recreativas y culturales, locales gastronómicos, farmacias, paseos, instituciones médicas y educativas.

 Edificio:
~ Entre medianeras, construido en el año 1980. Su fachada combina hormigón pintado en color blanco con barandas de hierro forjado de sus balcones dispuestos al frente.
~ Su hall de entrada cuenta con porcelanatos color gris claro con terminación mate, paredes revestidas en piedra, pintadas en tonalidades claras y espejo.
~ Sus palieres semi-privados garantizan un habitar pacífico e integran pisos revestidos en mosaicos graníticos color beige claro con paredes pintadas.
~ 9 pisos. 2 departamentos por cada uno de sus pisos. 1 ascensor automático con cabina de acero inoxidable. Previsibles gastos mensuales.

 Distribución:
~ Living comedor (7.50m x 3.00m).
~ Cocina comedor (3.15m x 2.95m).
~ Lavadero independiente (1.95m x 0.85m).
~ Balcón hacia el contrafrente (7.40m x 1.20m).
~ Hall de distribución (1.50m x 0.80m + 2.35m x 1.70m).
~ Baño completo con bañera (1.95m x 1.70m).
~ Toilette (1.25m x 1.20m).
~ Dormitorio principal (3.00m x 3.20m).
~ Dormitorio 2 (3.00m x 3.00m).
~ Dormitorio 3 (3.00m x 2.20m).

 Equipamiento:
~ Paredes pintadas en tonalidades claras conservan su natural luminosidad. Pisos revestidos en parquet damero en living comedor, distribuidor y dormitorios.
~ Su cocina cuenta con pisos revestidos en cerámicas color ámbar y paredes azulejadas en color amarillo suave con ornamentales dibujos en su superficie.
~ Mobiliario de cocina (bajo-mesada y alacenas) de madera. Mesada de granito modelo gris perla. Cómodo espacio para comedor / desayunador diario en cocina.
~ Pileta de lavadero, conexión para carga y descarga de lavarropas, espacio de tendido y termotanque a gas, instalados en sector de lavadero independiente.
~ Su baño y su toilette poseen pisos revestidos en cerámicas color azul y paredes azulejadas en gris. El baño principal cuenta con sanitarios completos, lavatorio de pie, bañera y mampara, mientras que su toilette posee lavatorio colgante e inodoro.
~ Cuenta con placares de piso/techo con puertas de apertura frontal, divisores, estantes, barrales, cajoneras y demás interiores a medida instalados en cada uno de sus dormitorios.

 Adicionales:
~ Control de acceso a través de cerradura electromagnética.

 Superficies Departamento:
~ 71.75M2 : Superficie cubierta
~ 01.74M2 : Superficie semicubierta
~ 09.26M2 : Superficie balcón
~ 82.75M2 : Superficie total

#Nota: El edificio no cuenta con accesibilidad para personas con movilidad reducida (Ley 5115). Las imágenes en este anuncio publicadas son meramente ilustrativas y no poseen carácter contractual. El importe de expensas anunciado ha sido extraído de su última facturación, es orientativo, no vinculante y está sujeto a modificaciones y/o variaciones sin previa publicidad. Las medidas expresadas en el presente aviso son aproximadas y a título informativo. Las medidas originales surgirán de los respectivos planos y/o escritura del inmueble.

Somos especialistas en operaciones simultáneas. Tasamos en los 48 barrios de la Ciudad de Buenos Aires: http://www.spinelliprop.com.ar/tasaciones/

SPINELLI PROPIEDADES
www.spinelliprop.com.ar

#Visitas por WhatsApp al +54 9 11 7831-2829
#Reservas al (011) 4931-4008
#Consultas a ventas@spinelliprop.com.ar
#Oficina en Avenida San Juan 3467 - CABA

Desde 1921 - #OportunidadesGrandesComoUnaCasa",130000,20,4,,1,0,1,0,1.0,1,0.0,1.0,1,6500.0,Boedo
229.000,"Conesa 776, Colegiales, Capital Federal","Departamento 3 Ambientes En Colegiales, Capital Federal",,https://departamento.mercadolibre.com.ar/MLA-1737940693-departamento-3-ambientes-en-colegiales-capital-federal-_JM#polycard_client=search-desktop&search_layout=grid&position=32&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"DEPARTAMENTO 3 AMBIENTES EN COLEGIALES, CAPITAL FEDERAL - APTO CRÉDITO

Departamento 3 ambientes con dos patios y espacio guardacoche cubierto

Primer piso contrafrente y vista abierta

Dispone de:
- Living-comedor amplio con salida al patio principal.
- Dormitorio principal con salida al patio.
- Segundo dormitorio con salida al segundo patio
- Placards de piso a techo en dormitorios y pasillo
- 1 Baño completo.
- 1 Toilette
- Cocina amplia con doble circulación y powsibilidad de pasaplatos al comedor
- Espacio para lavarropas
- Orientación sur y vista abierta.

El departamento se encuentra en una zona estratégica con excelente conectividad y entorno urbano consolidado. 
A cuadras de la estación Colegiales del Ferrocarril Mitre y con múltiples líneas de colectivo que conectan rápidamente con distintos puntos de la ciudad.
Gran facilidad de acceso. 
Cercano a los polos gastronómicos y comerciales de Colegiales y Belgrano, con una amplia de centros educativos, clinicas y espacios verdes.
Ximena D'Adam Matrícula C.U.C.I.C.B.A. 6943 / CMCPSI 6371
Todas las propiedades que figuran en esta publicación se encuentran a cargo del profesional matriculado Ximena D'Adam, Matrícula C.U.C.I.C.B.A. 6943 / CMCPSI 6371 por lo tanto la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él. En cumplimiento de la Ley 10.973 de la Provincia de Buenos Aires, Ley Nacional 25.028, Ley Nacional 20.266, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores o agentes NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del martillero y corredor colegiado, cuyos datos se exhiben en el nombre de la inmobiliaria.
Ley 5115: EXCEPTO que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas.
Venta sujeta a la obtención del COTI por parte del propietario. Las medidas son aproximadas, las reales surgen del título o plano de mensura.
 Las reservas se toman exclusivamente en la inmobiliaria con el matriculado C.U.C.I.C.B.A. 6943 / CMCPSI 6371",229000,,3,,1,0,0,1,0.0,1,0.0,1.0,0,,Colegiales
250.000,"Granaderos Al 700, Flores, Capital Federal","Departamento En Venta 3 Amb En Complejo Torres Del Sol, Flores 2 Baños Terraza Baulera",,https://departamento.mercadolibre.com.ar/MLA-3150815090-departamento-en-venta-3-amb-en-complejo-torres-del-sol-flores-2-banos-terraza-baulera-_JM#polycard_client=search-desktop&search_layout=grid&position=33&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Departamento 3 ambientes en Venta en Complejo Torres del Sol, Flores Norte límite con Caballito. Inmejorable ubicación a cuadras de línea A de subte (Línea A), y conectividad con grandes avenidas y varias líneas de transporte público.

Esta propiedad se destaca por su gran balcón aterrazado de más de 30 m2 que recorre todo su perímetro y llena de luz sus ambientes.
Amplio living comedor. Cocina independiente completamente equipada con muebles sobre y bajo mesada, y conexión para lavarropas. Dormitorio principal en suite con baño completo y vestidor. Segundo dormitorio con placard de piso a techo. Baño completo con bañera.

Desde el living, la cocina y el dormitorio principal se puede acceder al balcón y disfrutar las diferentes vistas abiertas que se generan en esquina desde el piso 12.

El departamento posee baulera. Cochera opcional en el edificio (No está incluída en el valor).

Pisos de porcelanato. Equipos de aire acondicionado. Doble vidriado hermético (DVH) en ventanas de ambos dormitorios y baño principal. Los dormitorios tienen también persianas enrollables de PVC.

SUP CUBIERTA: 70,55 M2. SUP SEMICUBIERTA: 4,28 M2. SUP DESCUBIERTA: 31,98. SUP TOTAL: 106,81 M2

Torres del Sol es un complejo de departamentos ubicado en la intersección de las calles Granaderos y Méndez de Andes, en el barrio porteño de Flores.
Cuenta con piscina, gimnasio, 2 SUM con capacidad para 100 personas, parrillas, laundry y plaza de juegos para chicos.
Agua caliente central, grupo electrógeno para ascensores y espacios comunes, montacargas y cocheras fijas y de cortesía. Edificio apto para personas con capacidad reducida. Seguridad 24 hs.

GRUPO MORADA no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma de marketing inmobiliario, cada operación inmobiliaria, confección reservas y/o firma de boleto de compraventa y/o contrato de alquiler, son realizados por Profesional matriculado, CMCPSI 6908 Folio 175 

En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los consultores comerciales NO ejercen el corretaje inmobiliario. 
Ley 5115: EXCEPTO que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas.
Venta sujeta a la obtención del COTI por parte del propietario.-Las medidas son aproximadas, las reales surgen del título o plano de mensura.
Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. Las publicaciones describen las características esenciales de los inmuebles, consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados.",250000,30,3,,1,1,1,1,1.0,1,1.0,1.0,0,8.333.333.333.333.330,Flores
79.000,"San Nicolas 100, Floresta, Capital Federal",Venta Departamento 3 Ambientes Reciclado Balcon Floresta,,https://departamento.mercadolibre.com.ar/MLA-3167957478-venta-departamento-3-ambientes-reciclado-balcon-floresta-_JM#polycard_client=search-desktop&search_layout=grid&position=34&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Departamento reciclado de tres ambientes en Floresta.
Primer piso por escalera.
La unidad cuenta con un living comedor amplio y muy luminoso, dos habitaciones, habitación principal con salida a balcón, cocina separada, baño completo y lavadero.
Edificio con orientación noroeste y contrafrente.
Rodeado de principales avenidas como Av Avellaneda, Av. Rivadavia, Av. Nazca, cerca de zona comercial y de plaza Vélez Sarsfield, con acceso a principales líneas de colectivos y subte linea A.

Toda la información del aviso, incluyendo medidas, precio, impuestos, servicios, etc. son estimativos, sujetos a modificación y no vinculantes, según lo dispuesto en el art. 973, Cód. Civ. y Com. 

- KP501778 - KPT040910 - 
 -  Publicado usando KiteProp CRM Inmobiliario",79000,,,,1,0,1,0,1.0,0,0.0,1.0,0,,Floresta
96.700,"Diaz Colodrero 2900, Villa Urquiza, Capital Federal",Venta Monoambiente Amenities A Estrenar V. Urquiza,,https://departamento.mercadolibre.com.ar/MLA-3151872822-venta-monoambiente-amenities-a-estrenar-v-urquiza-_JM#polycard_client=search-desktop&search_layout=grid&position=35&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Corredor Responsable: Ariel Champanier CUCICBA 4330 / Andrea Berré CMCPSI 6763 - 
Contacto: Susana Gonzalez Oya
Se trata de una torre sobre Díaz Colodrero esquina Av. Congreso , donde emerge este imponente edificio de gran calidad constructiva. Con 17 pisos, dos subsuelos , una planta baja parquizada .

El edificio cuenta con dos niveles soterrados de cocheras , Cochera opcional segundo subsuelo USD 30.000 - depósitos, salas técnicas, Laundry, y otros servicios menores. El acceso principal se desarrolla en la planta baja , ingresando al Hall en doble altura. En este mismo nivel encontraremos  una gran superficie parquizada , áreas de juego, la pileta climatizada y el solarium con parrillas. 

El piso 17 alberga gimnasio y SUM . 2 ascensores, uno de ellos camillero. 
Hay unidades de 4 ambientes, 3 ambientes, 2 ambientes, y monoambientes. El precio de publicación corresponde al  monoambiente , piso 7, Superficie cubierta 35,44m.

 Los pisos son de Porcellanato, y en los baños también paredes.
Las mesadas del baño son de marmol, artefactos linea Ferrum, y griferias Hidromet. 

Los muebles de cocina son de melamina , la mesada y alzada de Silestone, y las griferias linea Hidromet.
Horno y anafe de 60 , marca Franke ( Alemanas)
Los interiores de placard son de melamina y los frentes de placard corredizos y espejados . 
Todas las unidades cuentan con pre instalación de aire acondicionado multi split y losa radiante eléctrica programable por ambiente. 
Cerraduras electrónicas . 
El edificio posee grupo electrógeno propio para emergencias. 
Los cerramientos son de PVC doble vidrio DVH. 
Expensas dic 2025 , 227.000 ars. 
RAU S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que RAU S.R.L. no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados.
El inmueble es accesible para personas con discapacidades físicas.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",96700,,1,,1,1,0,0,0.0,1,0.0,1.0,0,,Villa Urquiza
